名称	升级	显示	描述	分类	图片	位置	大小	偏移	帧数	帧速率	下落速度	摆动速度	反弹	类型	装备	等级	拾取	消耗	价值	生命	法力	红心	攻击	防御	力量	体质	耐力	智力	幸运	间隔时间	特效	音效	脚本
护手09	护手10	紫金护手		护手	\image\图标\防具.bmp	256,64	32,32	0,2	0	0	-400	0	4	1	4	9	1	0	10	0	0	0	0	0	9	0	0	0	0	0		\sound\物品\护手.wav	
护手10	护手11	暗金护手		护手	\image\图标\防具.bmp	288,64	32,32	0,2	0	0	-400	0	4	1	4	10	1	0	10	0	0	0	0	0	10	0	0	0	0	0		\sound\物品\护手.wav	
护手11	护手12	白金护手		护手	\image\图标\防具.bmp	288,64	32,32	0,2	0	0	-400	0	4	1	4	11	1	0	10	0	0	0	0	0	11	0	0	0	0	0		\sound\物品\护手.wav	
护手12	护手13	圣战护手		护手	\image\图标\防具.bmp	256,64	32,32	0,2	0	0	-400	0	4	1	4	12	1	0	10	0	0	0	0	0	12	0	0	0	0	0		\sound\物品\护手.wav	
护手13		圣光护手		护手	\image\图标\防具.bmp	160,64	32,32	0,2	0	0	-400	0	4	1	4	13	1	0	10	0	0	0	0	0	13	0	0	0	0	0		\sound\物品\护手.wav	
披风01	披风02	破烂的披风	穿上这个披风上街，人们都会丢给你几角钱的	披风	\image\图标\防具.bmp	0,128	32,32	0,2	0	0	-400	0	4	1	5	0	1	0	10	0	0	0	0	0	0	1	0	0	0	0		\sound\物品\披风.wav	
披风02	披风03	崭新的披风		披风	\image\图标\防具.bmp	32,128	32,32	0,2	0	0	-400	0	4	1	5	3	1	0	10	0	0	0	0	0	0	2	0	0	0	0		\sound\物品\披风.wav	
披风03	披风04	古老的披风	图书馆爷爷：看看这件披风！自然成色	披风	\image\图标\防具.bmp	64,128	32,32	0,2	0	0	-400	0	4	1	5	6	1	0	10	0	0	0	0	0	0	3	0	0	0	0		\sound\物品\披风.wav	
披风04	披风05	红色披风		披风	\image\图标\防具.bmp	96,128	32,32	0,2	0	0	-400	0	4	1	5	9	1	0	10	0	0	0	0	0	0	4	0	0	0	0		\sound\物品\披风.wav	
披风05	披风06	绿色披风		披风	\image\图标\防具.bmp	128,128	32,32	0,2	0	0	-400	0	4	1	5	12	1	0	10	0	0	0	0	0	0	5	0	0	0	0		\sound\物品\披风.wav	
披风06	披风07	吸血鬼之披风		披风	\image\图标\防具.bmp	160,128	32,32	0,2	0	0	-400	0	4	1	5	15	1	0	10	0	0	0	0	0	0	6	0	0	0	0		\sound\物品\披风.wav	
披风07	披风08	青色披风		披风	\image\图标\防具.bmp	192,128	32,32	0,2	0	0	-400	0	4	1	5	18	1	0	10	0	0	0	0	0	0	7	0	0	0	0		\sound\物品\披风.wav	
披风08	披风09	高科技隐形披风	图书馆爷爷：穿上这件披风！敌人不会发现你的	披风	\image\图标\防具.bmp	224,128	32,32	0,2	0	0	-400	0	4	1	5	21	1	0	10	0	0	0	0	0	0	8	0	0	0	0		\sound\物品\披风.wav	
披风09	披风10	红黑长披风		披风	\image\图标\防具.bmp	256,128	32,32	0,2	0	0	-400	0	4	1	5	24	1	0	10	0	0	0	0	0	0	9	0	0	0	0		\sound\物品\披风.wav	
披风10	披风11	蓝黑长披风		披风	\image\图标\防具.bmp	288,128	32,32	0,2	0	0	-400	0	4	1	5	27	1	0	10	0	0	0	0	0	0	10	0	0	0	0		\sound\物品\披风.wav	
披风11	披风12	圣辉披风		披风	\image\图标\防具.bmp	288,128	32,32	0,2	0	0	-400	0	4	1	5	30	1	0	10	0	0	0	0	0	0	11	0	0	0	0		\sound\物品\披风.wav	
披风12	披风13	圣战披风		披风	\image\图标\防具.bmp	224,128	32,32	0,2	0	0	-400	0	4	1	5	33	1	0	10	0	0	0	0	0	0	12	0	0	0	0		\sound\物品\披风.wav	
披风13		圣光披风		披风	\image\图标\防具.bmp	224,128	32,32	0,2	0	0	-400	0	4	1	5	36	1	0	10	0	0	0	0	0	0	13	0	0	0	0		\sound\物品\披风.wav	
鞋子01	鞋子02	布鞋		鞋子	\image\图标\防具.bmp	0,192	32,32	0,2	0	0	-400	0	4	1	6	0	1	0	10	0	0	0	0	0	0	0	1	0	0	0		\sound\物品\鞋子.wav	
鞋子02	鞋子03	皮鞋		鞋子	\image\图标\防具.bmp	32,192	32,32	0,2	0	0	-400	0	4	1	6	3	1	0	10	0	0	0	0	0	0	0	2	0	0	0		\sound\物品\鞋子.wav	
鞋子03	鞋子04	金边鞋		鞋子	\image\图标\防具.bmp	64,192	32,32	0,2	0	0	-400	0	4	1	6	6	1	0	10	0	0	0	0	0	0	0	3	0	0	0		\sound\物品\鞋子.wav	
鞋子04	鞋子05	皮靴		鞋子	\image\图标\防具.bmp	96,192	32,32	0,2	0	0	-400	0	4	1	6	9	1	0	10	0	0	0	0	0	0	0	4	0	0	0		\sound\物品\鞋子.wav	
鞋子05	鞋子06	黑皮靴		鞋子	\image\图标\防具.bmp	128,192	32,32	0,2	0	0	-400	0	4	1	6	12	1	0	10	0	0	0	0	0	0	0	5	0	0	0		\sound\物品\鞋子.wav	
鞋子06	鞋子07	黄玉靴		鞋子	\image\图标\防具.bmp	160,192	32,32	0,2	0	0	-400	0	4	1	6	15	1	0	10	0	0	0	0	0	0	0	6	0	0	0		\sound\物品\鞋子.wav	
鞋子07	鞋子08	狂月之靴		鞋子	\image\图标\防具.bmp	192,192	32,32	0,2	0	0	-400	0	4	1	6	18	1	0	10	0	0	0	0	0	0	0	7	0	0	0		\sound\物品\鞋子.wav	
鞋子08	鞋子09	军靴		鞋子	\image\图标\防具.bmp	224,192	32,32	0,2	0	0	-400	0	4	1	6	21	1	0	10	0	0	0	0	0	0	0	8	0	0	0		\sound\物品\鞋子.wav	
鞋子09	鞋子10	炎之踏靴		鞋子	\image\图标\防具.bmp	256,192	32,32	0,2	0	0	-400	0	4	1	6	24	1	0	10	0	0	0	0	0	0	0	9	0	0	0		\sound\物品\鞋子.wav	
鞋子10	鞋子11	天使之翼		鞋子	\image\图标\防具.bmp	288,192	32,32	0,2	0	0	-400	0	4	1	6	27	1	0	10	0	0	0	0	0	0	0	10	0	0	0		\sound\物品\鞋子.wav	
鞋子11	鞋子12	武者之靴		鞋子	\image\图标\防具.bmp	288,192	32,32	0,2	0	0	-400	0	4	1	6	30	1	0	10	0	0	0	0	0	0	0	11	0	0	0		\sound\物品\鞋子.wav	
鞋子12	鞋子13	强者之靴		鞋子	\image\图标\防具.bmp	288,224	32,32	0,2	0	0	-400	0	4	1	6	33	1	0	10	0	0	0	0	0	0	0	12	0	0	0		\sound\物品\鞋子.wav	
鞋子13		圣者之靴		鞋子	\image\图标\防具.bmp	288,224	32,32	0,2	0	0	-400	0	4	1	6	36	1	0	10	0	0	0	0	0	0	0	13	0	0	0		\sound\物品\鞋子.wav	
头饰01	头饰02	牛仔帽		头饰	\image\图标\头饰.bmp	0,0	32,32	0,2	0	0	-400	0	4	2	3	0	1	0	10	0	0	0	0	0	0	0	0	1	0	0		\sound\物品\头饰.wav	
头饰02	头饰03	皮帽		头饰	\image\图标\头饰.bmp	32,0	32,32	0,2	0	0	-400	0	4	2	3	3	1	0	10	0	0	0	0	0	0	0	0	2	0	0		\sound\物品\头饰.wav	
头饰03	头饰04	礼帽		头饰	\image\图标\头饰.bmp	64,0	32,32	0,2	0	0	-400	0	4	2	3	6	1	0	10	0	0	0	0	0	0	0	0	3	0	0		\sound\物品\头饰.wav	
头饰04	头饰05	猎人帽		头饰	\image\图标\头饰.bmp	96,0	32,32	0,2	0	0	-400	0	4	2	3	9	1	0	10	0	0	0	0	0	0	0	0	4	0	0		\sound\物品\头饰.wav	
头饰05	头饰06	白狐帽		头饰	\image\图标\头饰.bmp	128,0	32,32	0,2	0	0	-400	0	4	2	3	12	1	0	10	0	0	0	0	0	0	0	0	5	0	0		\sound\物品\头饰.wav	
头饰06	头饰07	武士帽		头饰	\image\图标\头饰.bmp	160,0	32,32	0,2	0	0	-400	0	4	2	3	15	1	0	10	0	0	0	0	0	0	0	0	6	0	0		\sound\物品\头饰.wav	
头饰07	头饰08	钢盔帽		头饰	\image\图标\头饰.bmp	192,0	32,32	0,2	0	0	-400	0	4	2	3	18	1	0	10	0	0	0	0	0	0	0	0	7	0	0		\sound\物品\头饰.wav	
头饰08	头饰09	头骨面具		头饰	\image\图标\头饰.bmp	224,0	32,32	0,2	0	0	-400	0	4	2	3	21	1	0	10	0	0	0	0	0	0	0	0	8	0	0		\sound\物品\头饰.wav	
头饰09	头饰10	鬼面具		头饰	\image\图标\头饰.bmp	256,0	32,32	0,2	0	0	-400	0	4	2	3	24	1	0	10	0	0	0	0	0	0	0	0	9	0	0		\sound\物品\头饰.wav	
头饰10	头饰11	牛角帽		头饰	\image\图标\头饰.bmp	288,0	32,32	0,2	0	0	-400	0	4	2	3	27	1	0	10	0	0	0	0	0	0	0	0	10	0	0		\sound\物品\头饰.wav	
头饰11	头饰12	圣洁帽		头饰	\image\图标\头饰.bmp	288,0	32,32	0,2	0	0	-400	0	4	2	3	30	1	0	10	0	0	0	0	0	0	0	0	11	0	0		\sound\物品\头饰.wav	
头饰12	头饰13	圣战帽		头饰	\image\图标\头饰.bmp	96,32	32,32	0,2	0	0	-400	0	4	2	3	33	1	0	10	0	0	0	0	0	0	0	0	12	0	0		\sound\物品\头饰.wav	
头饰13		圣光帽		头饰	\image\图标\头饰.bmp	128,32	32,32	0,2	0	0	-400	0	4	2	3	36	1	0	10	0	0	0	0	0	0	0	0	13	0	0		\sound\物品\头饰.wav	
戒指01	戒指02	绿宝石戒指		戒指	\image\图标\饰品.bmp	0,0	32,32	0,2	0	0	-400	0	6	2	7	0	1	0	10	0	0	0	0	0	1	0	0	0	0	0		\sound\物品\戒指.wav	
戒指02	戒指03	棕宝石戒指		戒指	\image\图标\饰品.bmp	32,0	32,32	0,2	0	0	-400	0	6	2	7	3	1	0	10	0	0	0	0	0	2	0	0	0	0	0		\sound\物品\戒指.wav	
戒指03	戒指04	蓝宝石戒指		戒指	\image\图标\饰品.bmp	64,0	32,32	0,2	0	0	-400	0	6	2	7	6	1	0	10	0	0	0	0	0	3	0	0	0	0	0		\sound\物品\戒指.wav	
戒指04	戒指05	黑宝石戒指		戒指	\image\图标\饰品.bmp	96,0	32,32	0,2	0	0	-400	0	6	2	7	9	1	0	10	0	0	0	0	0	4	0	0	0	0	0		\sound\物品\戒指.wav	
戒指05	戒指06	灰宝石戒指		戒指	\image\图标\饰品.bmp	128,0	32,32	0,2	0	0	-400	0	6	2	7	12	1	0	10	0	0	0	0	0	5	0	0	0	0	0		\sound\物品\戒指.wav	
戒指06	戒指07	橙宝石戒指		戒指	\image\图标\饰品.bmp	160,0	32,32	0,2	0	0	-400	0	6	2	7	15	1	0	10	0	0	0	0	0	6	0	0	0	0	0		\sound\物品\戒指.wav	
戒指07	戒指08	红宝石戒指		戒指	\image\图标\饰品.bmp	192,0	32,32	0,2	0	0	-400	0	6	2	7	18	1	0	10	0	0	0	0	0	7	0	0	0	0	0		\sound\物品\戒指.wav	
戒指08	戒指09	蓝色机关戒指	为··打·时·之·	戒指	\image\图标\饰品.bmp	224,0	32,32	0,2	0	0	-400	0	6	2	7	21	1	0	10	0	0	0	0	0	8	0	0	0	0	0		\sound\物品\戒指.wav	
戒指09	戒指10	钻戒		戒指	\image\图标\饰品.bmp	256,0	32,32	0,2	0	0	-400	0	6	2	7	24	1	0	10	0	0	0	0	0	9	0	0	0	0	0		\sound\物品\戒指.wav	
戒指10	戒指11	红色机关戒指	··我·开··空··门·吧	戒指	\image\图标\饰品.bmp	288,0	32,32	0,2	0	0	-400	0	6	2	7	27	1	0	10	0	0	0	0	0	10	0	0	0	0	0		\sound\物品\戒指.wav	
戒指11	戒指12	骷髅戒指		戒指	\image\图标\饰品.bmp	0,32	32,32	0,2	0	0	-400	0	6	2	7	30	1	0	10	0	0	0	0	0	11	0	0	0	0	0		\sound\物品\戒指.wav	
戒指12	戒指13	圣战戒指		戒指	\image\图标\饰品.bmp	32,32	32,32	0,2	0	0	-400	0	6	2	7	33	1	0	10	0	0	0	0	0	12	0	0	0	0	0		\sound\物品\戒指.wav	
戒指13		圣光戒指		戒指	\image\图标\饰品.bmp	64,32	32,32	0,2	0	0	-400	0	6	2	7	36	1	0	10	0	0	0	0	0	13	0	0	0	0	0		\sound\物品\戒指.wav	
项链01	项链02	铁质项链		项链	\image\图标\饰品.bmp	0,96	32,32	0,2	0	0	-400	0	6	2	8	0	1	0	10	0	0	0	0	0	0	0	0	1	0	0		\sound\物品\项链.wav	
项链02	项链03	银质项链		项链	\image\图标\饰品.bmp	32,96	32,32	0,2	0	0	-400	0	6	2	8	3	1	0	10	0	0	0	0	0	0	0	0	2	0	0		\sound\物品\项链.wav	
项链03	项链04	绿宝石项链		项链	\image\图标\饰品.bmp	64,96	32,32	0,2	0	0	-400	0	6	2	8	6	1	0	10	0	0	0	0	0	0	0	0	3	0	0		\sound\物品\项链.wav	
项链04	项链05	白日项链		项链	\image\图标\饰品.bmp	96,96	32,32	0,2	0	0	-400	0	6	2	8	9	1	0	10	0	0	0	0	0	0	0	0	4	0	0		\sound\物品\项链.wav	
项链05	项链06	月牙项链		项链	\image\图标\饰品.bmp	128,96	32,32	0,2	0	0	-400	0	6	2	8	12	1	0	10	0	0	0	0	0	0	0	0	5	0	0		\sound\物品\项链.wav	
项链06	项链07	红宝石项链		项链	\image\图标\饰品.bmp	160,96	32,32	0,2	0	0	-400	0	6	2	8	15	1	0	10	0	0	0	0	0	0	0	0	6	0	0		\sound\物品\项链.wav	
项链07	项链08	十字挂饰	妖魔鬼怪快离开~妖魔鬼怪快离开~	项链	\image\图标\饰品.bmp	192,96	32,32	0,2	0	0	-400	0	6	2	8	18	1	0	10	0	0	0	0	0	0	0	0	7	0	0		\sound\物品\项链.wav	
项链08	项链09	绿宝石项链		项链	\image\图标\饰品.bmp	224,96	32,32	0,2	0	0	-400	0	6	2	8	21	1	0	10	0	0	0	0	0	0	0	0	8	0	0		\sound\物品\项链.wav	
项链09	项链10	水晶项链		项链	\image\图标\饰品.bmp	256,96	32,32	0,2	0	0	-400	0	6	2	8	24	1	0	10	0	0	0	0	0	0	0	0	9	0	0		\sound\物品\项链.wav	
项链10	项链11	平安锁		项链	\image\图标\饰品.bmp	288,96	32,32	0,2	0	0	-400	0	6	2	8	27	1	0	10	0	0	0	0	0	0	0	0	10	0	0		\sound\物品\项链.wav	
项链11	项链12	白金项链		项链	\image\图标\饰品.bmp	224,96	32,32	0,2	0	0	-400	0	6	2	8	30	1	0	10	0	0	0	0	0	0	0	0	11	0	0		\sound\物品\项链.wav	
项链12	项链13	暗金项链		项链	\image\图标\饰品.bmp	256,96	32,32	0,2	0	0	-400	0	6	2	8	33	1	0	10	0	0	0	0	0	0	0	0	12	0	0		\sound\物品\项链.wav	
项链13		圣洁项链		项链	\image\图标\饰品.bmp	160,96	32,32	0,2	0	0	-400	0	6	2	8	36	1	0	10	0	0	0	0	0	0	0	0	13	0	0		\sound\物品\项链.wav	
配饰01	配饰02	小草配饰		饰品	\image\图标\饰品.bmp	0,160	32,32	0,2	0	0	-400	0	6	2	9	0	1	0	10	0	0	0	0	0	0	0	1	0	0	0		\sound\物品\配饰.wav	
配饰02	配饰03	樱桃配饰		饰品	\image\图标\饰品.bmp	32,160	32,32	0,2	0	0	-400	0	6	2	9	3	1	0	10	0	0	0	0	0	0	0	2	0	0	0		\sound\物品\配饰.wav	
配饰03	配饰04	大红花配饰		饰品	\image\图标\饰品.bmp	64,160	32,32	0,2	0	0	-400	0	6	2	9	6	1	0	10	0	0	0	0	0	0	0	3	0	0	0		\sound\物品\配饰.wav	
配饰04	配饰05	星辰配饰		饰品	\image\图标\饰品.bmp	96,160	32,32	0,2	0	0	-400	0	6	2	9	9	1	0	10	0	0	0	0	0	0	0	4	0	0	0		\sound\物品\配饰.wav	
配饰05	配饰06	红圆配饰		饰品	\image\图标\饰品.bmp	128,160	32,32	0,2	0	0	-400	0	6	2	9	12	1	0	10	0	0	0	0	0	0	0	5	0	0	0		\sound\物品\配饰.wav	
配饰06	配饰07	十字配饰		饰品	\image\图标\饰品.bmp	160,160	32,32	0,2	0	0	-400	0	6	2	9	15	1	0	10	0	0	0	0	0	0	0	6	0	0	0		\sound\物品\配饰.wav	
配饰07	配饰08	黄宝石配饰		饰品	\image\图标\饰品.bmp	192,160	32,32	0,2	0	0	-400	0	6	2	9	18	1	0	10	0	0	0	0	0	0	0	7	0	0	0		\sound\物品\配饰.wav	
配饰08	配饰09	红芯配饰		饰品	\image\图标\饰品.bmp	224,160	32,32	0,2	0	0	-400	0	6	2	9	21	1	0	10	0	0	0	0	0	0	0	8	0	0	0		\sound\物品\配饰.wav	
配饰09	配饰10	爱神契约	爱神：与我签下契约吧！A&M	饰品	\image\图标\饰品.bmp	256,160	32,32	0,2	0	0	-400	0	6	2	9	24	1	0	10	0	0	0	0	0	0	0	9	0	0	0		\sound\物品\配饰.wav	
配饰10	配饰11	黄金吊坠	土豪的证明	饰品	\image\图标\饰品.bmp	288,160	32,32	0,2	0	0	-400	0	6	2	9	27	1	0	10	0	0	0	0	0	0	0	10	0	0	0		\sound\物品\配饰.wav	
配饰11	配饰12	白金配饰		饰品	\image\图标\饰品.bmp	288,160	32,32	0,2	0	0	-400	0	6	2	9	30	1	0	10	0	0	0	0	0	0	0	11	0	0	0		\sound\物品\配饰.wav	
配饰12	配饰13	圣战配饰		饰品	\image\图标\饰品.bmp	192,160	32,32	0,2	0	0	-400	0	6	2	9	33	1	0	10	0	0	0	0	0	0	0	12	0	0	0		\sound\物品\配饰.wav	
配饰13		圣光配饰		饰品	\image\图标\饰品.bmp	224,160	32,32	0,2	0	0	-400	0	6	2	9	36	1	0	10	0	0	0	0	0	0	0	13	0	0	0		\sound\物品\配饰.wav	
