名称	显示名称	区域	类型	地图	导航地图	导航位置	导航尺寸	导航编号	音乐	阴影	脚本
焉道01	焉道	焉道	普通地图	\data\地图\焉道\焉道01.map	\image\地图\导航\月下夜想曲.bmp	210,276	6,30	0	1	1	\data\脚本\进入地图\焉道\焉道01.lua
焉道复活	焉道	焉道	普通地图	\data\地图\焉道\焉道复活.map	\image\地图\导航\月下夜想曲.bmp	218,300	6,6	1	1	1	
焉道02	焉道	焉道	普通地图	\data\地图\焉道\焉道02.map	\image\地图\导航\月下夜想曲.bmp	218,292	14,6	2	1	1	
焉道03	焉道	焉道	普通地图	\data\地图\焉道\焉道03.map	\image\地图\导航\月下夜想曲.bmp	234,292	14,6	3	1	1	
焉道04	焉道	焉道	普通地图	\data\地图\焉道\焉道04.map	\image\地图\导航\月下夜想曲.bmp	250,292	6,30	4	1	1	\data\脚本\进入地图\焉道\焉道04.lua
焉道05	焉道	焉道	普通地图	\data\地图\焉道\焉道05.map	\image\地图\导航\月下夜想曲.bmp	258,292	30,6	5	1	1	
焉道06	焉道	焉道	普通地图	\data\地图\焉道\焉道06.map	\image\地图\导航\月下夜想曲.bmp	290,292	6,14	6	1	1	\data\脚本\进入地图\焉道\焉道06.lua
焉道07	焉道	焉道	普通地图	\data\地图\焉道\焉道07.map	\image\地图\导航\月下夜想曲.bmp	282,300	6,6	7	1	1	\data\脚本\进入地图\焉道\焉道07.lua
焉道08	焉道	焉道	普通地图	\data\地图\焉道\焉道08.map	\image\地图\导航\月下夜想曲.bmp	242,324	22,6	8	1	1	
焉道09	焉道	焉道	普通地图	\data\地图\焉道\焉道09.map	\image\地图\导航\月下夜想曲.bmp	226,324	14,6	9	1	1	\data\脚本\进入地图\焉道\焉道09.lua
焉道10	焉道	焉道	普通地图	\data\地图\焉道\焉道10.map	\image\地图\导航\月下夜想曲.bmp	250,332	6,30	10	1	1	
焉道传送	焉道	焉道	普通地图	\data\地图\焉道\焉道传送.map	\image\地图\导航\月下夜想曲.bmp	274,324	6,6	11	1	1	\data\脚本\进入地图\焉道\焉道传送.lua
焉道11	焉道	焉道	普通地图	\data\地图\焉道\焉道11.map	\image\地图\导航\月下夜想曲.bmp	242,356	6,6	12	1	1	\data\脚本\进入地图\焉道\焉道11.lua
焉道12	焉道	焉道	普通地图	\data\地图\焉道\焉道12.map	\image\地图\导航\月下夜想曲.bmp	258,356	6,14	13	1	1	
焉道至传送	焉道	焉道	普通地图	\data\地图\焉道\焉道至传送.map	\image\地图\导航\月下夜想曲.bmp	266,324	6,6	14	1	1	
焉道至墓地	焉道	焉道	普通地图	\data\地图\焉道\焉道至墓地.map	\image\地图\导航\月下夜想曲.bmp	250,364	6,6	15	1	1	
